plantripId,vehiculeId,trajetId,plannerId,travelerId,add_at,start_at,end_at
1228,26,801,4109,2400,5301-05-22 15:51:41,5301-05-23 15:51:41,5301-05-23 16:21:41
1708,624,581,4109,3701,6043-02-02 09:25:29,6043-02-03 09:25:29,6043-02-03 09:55:29
1552,710,824,4109,624,5881-10-07 11:26:47,5881-10-08 11:26:47,5881-10-08 11:56:47
1577,607,562,4109,1501,5024-12-21 06:27:14,5024-12-22 06:27:14,5024-12-22 06:57:14
1684,840,949,4109,2172,5432-04-12 11:27:40,5432-04-13 11:27:40,5432-04-13 11:57:40
1569,980,918,4109,3920,6141-10-11 19:51:16,6141-10-12 19:51:16,6141-10-12 20:21:16
1077,270,900,4109,3628,5362-07-02 04:48:41,5362-07-03 04:48:41,5362-07-03 05:18:41
1620,516,333,4109,315,6540-07-02 08:38:19,6540-07-03 08:38:19,6540-07-03 09:08:19
1182,404,961,4109,988,6574-07-16 01:48:42,6574-07-17 01:48:42,6574-07-17 02:18:42
1752,786,710,4109,3752,6586-02-16 04:51:37,6586-02-17 04:51:37,6586-02-17 05:21:37
1088,24,742,4109,11,6013-11-19 21:38:59,6013-11-20 21:38:59,6013-11-20 22:08:59
1716,5,735,4109,3257,7189-05-14 19:02:25,7189-05-15 19:02:25,7189-05-15 19:32:25
1559,882,621,4109,4997,5821-02-19 09:09:22,5821-02-20 09:09:22,5821-02-20 09:39:22
1309,802,364,4109,3221,7149-11-30 04:56:01,7149-12-01 04:56:01,7149-12-01 05:26:01
1511,841,356,4109,3038,6613-10-24 18:04:37,6613-10-25 18:04:37,6613-10-25 18:34:37
1782,669,137,4109,1962,5402-02-08 02:07:41,5402-02-09 02:07:41,5402-02-09 02:37:41
1504,239,4,4109,12,5554-02-16 14:40:39,5554-02-17 14:40:39,5554-02-17 15:10:39
1129,681,383,4109,3862,5489-10-30 14:17:06,5489-10-31 14:17:06,5489-10-31 14:47:06
1778,785,440,4109,3284,5282-02-15 04:52:07,5282-02-16 04:52:07,5282-02-16 05:22:07
1500,969,940,4109,421,6038-02-02 15:33:19,6038-02-03 15:33:19,6038-02-03 16:03:19
1978,792,196,4109,1967,6398-03-27 12:41:55,6398-03-28 12:41:55,6398-03-28 13:11:55
1287,791,393,4109,754,7019-12-22 08:30:27,7019-12-23 08:30:27,7019-12-23 09:00:27
1122,497,597,4109,4946,6131-08-07 11:51:41,6131-08-08 11:51:41,6131-08-08 12:21:41
1135,778,366,4109,3786,6772-06-27 12:08:26,6772-06-28 12:08:26,6772-06-28 12:38:26
1086,952,461,4109,3387,6752-04-08 14:54:46,6752-04-09 14:54:46,6752-04-09 15:24:46
1853,924,525,4109,4827,5914-11-12 01:04:32,5914-11-13 01:04:32,5914-11-13 01:34:32
1870,855,61,4109,1315,6133-10-19 08:46:01,6133-10-20 08:46:01,6133-10-20 09:16:01
1822,436,655,4109,2519,7119-08-20 08:44:47,7119-08-21 08:44:47,7119-08-21 09:14:47
1987,74,135,4109,863,5735-10-20 19:53:57,5735-10-21 19:53:57,5735-10-21 20:23:57
1414,321,838,4109,4758,5225-05-15 05:36:58,5225-05-16 05:36:58,5225-05-16 06:06:58
1023,366,332,4109,1681,6228-03-27 03:42:59,6228-03-28 03:42:59,6228-03-28 04:12:59
1885,602,94,4109,1965,5370-10-08 14:10:07,5370-10-09 14:10:07,5370-10-09 14:40:07
1593,929,164,4109,527,6079-09-13 22:17:51,6079-09-14 22:17:51,6079-09-14 22:47:51
1984,177,234,4109,2106,5037-06-23 21:16:34,5037-06-24 21:16:34,5037-06-24 21:46:34
1525,715,786,4109,8,6387-05-20 14:32:45,6387-05-21 14:32:45,6387-05-21 15:02:45
1752,913,295,4109,2696,5267-07-22 14:16:56,5267-07-23 14:16:56,5267-07-23 14:46:56
1755,67,827,4109,3221,5975-05-14 17:56:42,5975-05-15 17:56:42,5975-05-15 18:26:42
1397,202,174,4109,128,6907-10-26 17:43:43,6907-10-27 17:43:43,6907-10-27 18:13:43
1824,48,607,4109,3913,7187-11-05 06:59:07,7187-11-06 06:59:07,7187-11-06 07:29:07
1654,4,288,4109,4100,5169-06-30 17:21:44,5169-07-01 17:21:44,5169-07-01 17:51:44
1273,932,959,4109,4991,5546-06-14 11:31:34,5546-06-15 11:31:34,5546-06-15 12:01:34
1196,961,715,4109,4187,7040-12-15 13:22:47,7040-12-16 13:22:47,7040-12-16 13:52:47
1907,578,113,4109,3366,6414-05-21 23:05:04,6414-05-22 23:05:04,6414-05-22 23:35:04
1863,447,330,4109,4557,6534-10-02 23:40:52,6534-10-03 23:40:52,6534-10-04 00:10:52
1483,144,688,4109,237,6101-09-30 16:41:07,6101-10-01 16:41:07,6101-10-01 17:11:07
1427,857,696,4109,3697,6673-09-15 12:17:25,6673-09-16 12:17:25,6673-09-16 12:47:25
1114,871,204,4109,1116,6873-04-03 06:05:48,6873-04-04 06:05:48,6873-04-04 06:35:48
1366,499,178,4109,843,5144-06-28 15:39:14,5144-06-29 15:39:14,5144-06-29 16:09:14
1337,467,116,4109,2058,6208-02-23 06:12:50,6208-02-24 06:12:50,6208-02-24 06:42:50
1054,835,791,4109,2487,7174-06-23 21:54:34,7174-06-24 21:54:34,7174-06-24 22:24:34
1263,270,644,4109,440,5942-01-28 17:07:59,5942-01-29 17:07:59,5942-01-29 17:37:59
1842,474,315,4109,952,5598-07-14 10:56:12,5598-07-15 10:56:12,5598-07-15 11:26:12
1290,491,513,4109,3747,7173-07-31 09:00:05,7173-08-01 09:00:05,7173-08-01 09:30:05
1726,135,819,4109,2703,5453-08-07 03:30:48,5453-08-08 03:30:48,5453-08-08 04:00:48
1225,159,128,4109,4377,6793-09-29 06:36:50,6793-09-30 06:36:50,6793-09-30 07:06:50
1247,976,1,4109,2065,6856-03-11 20:18:05,6856-03-12 20:18:05,6856-03-12 20:48:05
1446,373,287,4109,3421,5305-11-03 14:47:45,5305-11-04 14:47:45,5305-11-04 15:17:45
1965,434,330,4109,158,5217-03-13 23:39:25,5217-03-14 23:39:25,5217-03-15 00:09:25
1300,904,686,4109,1552,6784-10-15 07:59:31,6784-10-16 07:59:31,6784-10-16 08:29:31
1105,475,917,4109,2304,5827-09-04 02:16:41,5827-09-05 02:16:41,5827-09-05 02:46:41
1442,931,57,4109,2803,6160-07-29 04:51:58,6160-07-30 04:51:58,6160-07-30 05:21:58
1631,504,761,4109,4064,5677-11-28 14:56:04,5677-11-29 14:56:04,5677-11-29 15:26:04
1531,710,738,4109,3439,5171-04-28 05:48:36,5171-04-29 05:48:36,5171-04-29 06:18:36
1577,883,525,4109,2959,5138-10-26 07:43:34,5138-10-27 07:43:34,5138-10-27 08:13:34
1175,586,343,4109,858,6465-08-03 13:38:59,6465-08-04 13:38:59,6465-08-04 14:08:59
1381,722,920,4109,3366,5612-10-21 04:06:10,5612-10-22 04:06:10,5612-10-22 04:36:10
1885,924,701,4109,2816,5093-01-13 17:36:45,5093-01-14 17:36:45,5093-01-14 18:06:45
1539,842,68,4109,2718,5776-12-02 10:29:27,5776-12-03 10:29:27,5776-12-03 10:59:27
1794,518,765,4109,3361,6695-08-04 11:14:35,6695-08-05 11:14:35,6695-08-05 11:44:35
1938,613,479,4109,882,5433-06-19 22:31:50,5433-06-20 22:31:50,5433-06-20 23:01:50
1750,540,992,4109,440,5097-10-22 08:55:09,5097-10-23 08:55:09,5097-10-23 09:25:09
1824,28,312,4109,2340,5164-03-06 04:52:35,5164-03-07 04:52:35,5164-03-07 05:22:35
1318,16,283,4109,469,6167-11-03 03:33:44,6167-11-04 03:33:44,6167-11-04 04:03:44
1094,739,907,4109,2408,6738-06-26 11:21:30,6738-06-27 11:21:30,6738-06-27 11:51:30
1452,883,55,4109,3528,6480-08-29 07:34:17,6480-08-30 07:34:17,6480-08-30 08:04:17
1692,334,393,4109,833,5088-03-25 10:48:25,5088-03-26 10:48:25,5088-03-26 11:18:25
1167,4,801,4109,3657,5347-11-16 12:55:09,5347-11-17 12:55:09,5347-11-17 13:25:09
1716,461,273,4109,960,6959-12-17 19:43:04,6959-12-18 19:43:04,6959-12-18 20:13:04
1390,390,893,4109,1453,5380-08-29 16:45:28,5380-08-30 16:45:28,5380-08-30 17:15:28
1729,541,294,4109,379,5427-10-21 06:53:11,5427-10-22 06:53:11,5427-10-22 07:23:11
1027,455,222,4109,1111,7043-10-23 02:16:10,7043-10-24 02:16:10,7043-10-24 02:46:10
1125,340,103,4109,3587,5718-08-02 11:45:53,5718-08-03 11:45:53,5718-08-03 12:15:53
1047,455,365,4109,2106,5775-03-28 21:40:03,5775-03-29 21:40:03,5775-03-29 22:10:03
1854,792,763,4109,742,7199-03-18 20:25:04,7199-03-19 20:25:04,7199-03-19 20:55:04
1566,692,457,4109,248,5549-01-24 11:14:03,5549-01-25 11:14:03,5549-01-25 11:44:03
1122,394,47,4109,1706,6275-01-18 18:04:39,6275-01-19 18:04:39,6275-01-19 18:34:39
1480,182,698,4109,4727,7001-07-13 06:48:54,7001-07-14 06:48:54,7001-07-14 07:18:54
1735,421,556,4109,1552,7251-10-14 08:18:45,7251-10-15 08:18:45,7251-10-15 08:48:45
1480,162,95,4109,432,5006-03-02 12:04:59,5006-03-03 12:04:59,5006-03-03 12:34:59
1430,675,913,4109,1928,6303-07-17 08:24:39,6303-07-18 08:24:39,6303-07-18 08:54:39
1798,129,962,4109,3086,5977-07-26 21:52:20,5977-07-27 21:52:20,5977-07-27 22:22:20
1211,593,715,4109,3400,6547-08-22 04:26:43,6547-08-23 04:26:43,6547-08-23 04:56:43
1832,173,158,4109,918,6362-07-07 17:58:51,6362-07-08 17:58:51,6362-07-08 18:28:51
1619,154,7,4109,4095,7023-04-05 15:34:29,7023-04-06 15:34:29,7023-04-06 16:04:29
1170,842,226,4109,1462,6621-03-22 00:14:33,6621-03-23 00:14:33,6621-03-23 00:44:33
1238,190,756,4109,3458,6978-11-21 15:13:14,6978-11-22 15:13:14,6978-11-22 15:43:14
1628,454,655,4109,4524,6577-09-04 12:24:33,6577-09-05 12:24:33,6577-09-05 12:54:33
1571,161,852,4109,3465,7138-10-02 04:33:53,7138-10-03 04:33:53,7138-10-03 05:03:53
1363,887,375,4109,3728,6369-10-18 08:21:08,6369-10-19 08:21:08,6369-10-19 08:51:08
1366,629,942,4109,2805,5843-06-15 21:33:34,5843-06-16 21:33:34,5843-06-16 22:03:34
1117,816,805,4109,1591,6351-11-16 03:49:58,6351-11-17 03:49:58,6351-11-17 04:19:58
1468,286,765,4109,4751,6762-10-24 17:08:43,6762-10-25 17:08:43,6762-10-25 17:38:43
1059,872,93,4109,4502,5570-02-22 20:22:44,5570-02-23 20:22:44,5570-02-23 20:52:44
1422,527,158,4109,763,6269-07-17 19:49:54,6269-07-18 19:49:54,6269-07-18 20:19:54
1329,527,658,4109,4957,6276-04-29 01:04:02,6276-04-30 01:04:02,6276-04-30 01:34:02
1675,71,139,4109,3284,5522-09-30 15:02:36,5522-10-01 15:02:36,5522-10-01 15:32:36
1341,510,502,4109,4224,6147-04-06 20:16:30,6147-04-07 20:16:30,6147-04-07 20:46:30
1265,59,707,4109,1135,5122-09-23 16:46:46,5122-09-24 16:46:46,5122-09-24 17:16:46
1850,314,782,4109,1784,6083-08-10 15:53:53,6083-08-11 15:53:53,6083-08-11 16:23:53
1670,719,419,4109,1476,5894-08-18 11:52:16,5894-08-19 11:52:16,5894-08-19 12:22:16
1634,607,956,4109,1571,6878-01-11 09:10:36,6878-01-12 09:10:36,6878-01-12 09:40:36
1512,875,857,4109,4183,6864-11-01 17:04:29,6864-11-02 17:04:29,6864-11-02 17:34:29
1578,867,56,4109,3490,7006-03-13 03:35:19,7006-03-14 03:35:19,7006-03-14 04:05:19
1990,66,394,4109,4049,5247-09-08 04:32:01,5247-09-09 04:32:01,5247-09-09 05:02:01
1792,439,236,4109,4726,5844-05-30 05:30:36,5844-05-31 05:30:36,5844-05-31 06:00:36
1541,986,627,4109,2190,6134-11-11 00:25:09,6134-11-12 00:25:09,6134-11-12 00:55:09
1873,579,353,4109,3532,6991-01-02 08:10:50,6991-01-03 08:10:50,6991-01-03 08:40:50
1802,193,343,4109,1355,5905-08-11 02:04:10,5905-08-12 02:04:10,5905-08-12 02:34:10
1931,838,577,4109,190,5709-07-19 09:44:01,5709-07-20 09:44:01,5709-07-20 10:14:01
1845,794,475,4109,701,5166-04-24 02:29:50,5166-04-25 02:29:50,5166-04-25 02:59:50
1659,849,241,4109,2071,6479-10-01 20:29:16,6479-10-02 20:29:16,6479-10-02 20:59:16
1416,390,977,4109,4055,5273-02-18 17:03:17,5273-02-19 17:03:17,5273-02-19 17:33:17
1407,409,892,4109,248,5485-01-23 11:07:58,5485-01-24 11:07:58,5485-01-24 11:37:58
1720,533,95,4109,749,6468-04-15 16:02:57,6468-04-16 16:02:57,6468-04-16 16:32:57
1655,110,281,4109,4841,5855-12-29 06:11:07,5855-12-30 06:11:07,5855-12-30 06:41:07
1560,59,362,4109,4060,6275-05-23 09:35:48,6275-05-24 09:35:48,6275-05-24 10:05:48
1865,164,161,4109,476,6424-06-22 11:45:33,6424-06-23 11:45:33,6424-06-23 12:15:33
1187,627,542,4109,3213,5481-03-23 06:21:03,5481-03-24 06:21:03,5481-03-24 06:51:03
1790,785,500,4109,2583,5330-03-19 13:39:06,5330-03-20 13:39:06,5330-03-20 14:09:06
1812,86,192,4109,4290,5818-03-27 22:28:49,5818-03-28 22:28:49,5818-03-28 22:58:49
1522,15,168,4109,2190,5019-03-11 20:34:00,5019-03-12 20:34:00,5019-03-12 21:04:00
1855,103,167,4109,4472,6881-08-19 16:28:44,6881-08-20 16:28:44,6881-08-20 16:58:44
1686,569,839,4109,4567,5031-08-17 16:37:49,5031-08-18 16:37:49,5031-08-18 17:07:49
1336,976,150,4109,1536,6279-05-17 16:43:37,6279-05-18 16:43:37,6279-05-18 17:13:37
1251,732,846,4109,978,5268-12-30 08:30:48,5268-12-31 08:30:48,5268-12-31 09:00:48
1832,743,341,4109,2959,7149-08-23 01:40:52,7149-08-24 01:40:52,7149-08-24 02:10:52
1256,743,879,4109,3037,6323-04-01 08:16:14,6323-04-02 08:16:14,6323-04-02 08:46:14
1764,665,927,4109,1055,5671-09-21 00:40:24,5671-09-22 00:40:24,5671-09-22 01:10:24
1442,969,193,4109,704,5448-07-07 11:24:47,5448-07-08 11:24:47,5448-07-08 11:54:47
1816,197,797,4109,1961,6318-09-16 16:38:40,6318-09-17 16:38:40,6318-09-17 17:08:40
1007,776,917,4109,4798,6866-02-20 08:44:08,6866-02-21 08:44:08,6866-02-21 09:14:08
1649,987,124,4109,3406,5863-11-08 11:44:33,5863-11-09 11:44:33,5863-11-09 12:14:33
1698,81,224,4109,2688,5276-09-29 22:02:34,5276-09-30 22:02:34,5276-09-30 22:32:34
1442,827,970,4109,2583,6898-09-26 10:56:16,6898-09-27 10:56:16,6898-09-27 11:26:16
1718,984,45,4109,3850,5303-06-22 02:03:56,5303-06-23 02:03:56,5303-06-23 02:33:56
1893,305,703,4109,582,6935-02-25 21:30:31,6935-02-26 21:30:31,6935-02-26 22:00:31
1760,234,111,4109,2719,6149-04-02 13:25:11,6149-04-03 13:25:11,6149-04-03 13:55:11
1266,540,584,4109,4536,6937-08-03 07:17:21,6937-08-04 07:17:21,6937-08-04 07:47:21
1017,585,156,4109,2764,5276-11-10 21:37:24,5276-11-11 21:37:24,5276-11-11 22:07:24
1780,880,351,4109,3393,5866-03-01 04:44:25,5866-03-02 04:44:25,5866-03-02 05:14:25
1938,75,766,4109,928,5369-11-08 21:39:34,5369-11-09 21:39:34,5369-11-09 22:09:34
1156,730,218,4109,2041,5768-01-27 17:32:22,5768-01-28 17:32:22,5768-01-28 18:02:22
1425,134,715,4109,4391,6654-10-03 00:12:33,6654-10-04 00:12:33,6654-10-04 00:42:33
1646,912,76,4109,583,5523-11-15 22:17:37,5523-11-16 22:17:37,5523-11-16 22:47:37
1989,6,404,4109,1943,5184-02-06 14:34:40,5184-02-07 14:34:40,5184-02-07 15:04:40
1533,292,434,4109,1635,6076-01-26 01:44:33,6076-01-27 01:44:33,6076-01-27 02:14:33
1463,872,70,4109,2567,6273-01-11 12:05:57,6273-01-12 12:05:57,6273-01-12 12:35:57
1158,20,213,4109,540,5171-08-09 13:26:53,5171-08-10 13:26:53,5171-08-10 13:56:53
1280,199,35,4109,3257,5911-03-18 00:57:55,5911-03-19 00:57:55,5911-03-19 01:27:55
1553,942,34,4109,1207,6438-12-12 15:29:52,6438-12-13 15:29:52,6438-12-13 15:59:52
1603,833,7,4109,1201,7141-04-03 09:50:52,7141-04-04 09:50:52,7141-04-04 10:20:52
1034,69,547,4109,3037,5952-08-03 11:03:03,5952-08-04 11:03:03,5952-08-04 11:33:03
1085,670,860,4109,1508,6518-07-27 19:21:01,6518-07-28 19:21:01,6518-07-28 19:51:01
1294,987,979,4109,4531,6889-08-27 09:17:18,6889-08-28 09:17:18,6889-08-28 09:47:18
1933,196,374,4109,838,6613-04-06 03:23:33,6613-04-07 03:23:33,6613-04-07 03:53:33
1184,891,663,4109,2433,5256-02-18 19:53:15,5256-02-19 19:53:15,5256-02-19 20:23:15
1197,105,244,4109,4568,5457-01-28 21:43:37,5457-01-29 21:43:37,5457-01-29 22:13:37
1839,111,716,4109,1562,6240-09-21 02:13:20,6240-09-22 02:13:20,6240-09-22 02:43:20
1776,15,62,4109,831,6209-06-15 17:18:06,6209-06-16 17:18:06,6209-06-16 17:48:06
1430,232,108,4109,4315,6824-08-09 14:29:13,6824-08-10 14:29:13,6824-08-10 14:59:13
1076,472,146,4109,2170,5355-09-28 15:46:06,5355-09-29 15:46:06,5355-09-29 16:16:06
1640,222,527,4109,3996,5621-06-11 09:15:14,5621-06-12 09:15:14,5621-06-12 09:45:14
1741,386,512,4109,4447,6009-08-29 04:20:38,6009-08-30 04:20:38,6009-08-30 04:50:38
1904,867,399,4109,2710,6975-06-21 20:07:05,6975-06-22 20:07:05,6975-06-22 20:37:05
1367,976,26,4109,2074,5204-01-18 18:27:36,5204-01-19 18:27:36,5204-01-19 18:57:36
1944,185,148,4109,1726,5788-01-07 09:45:36,5788-01-08 09:45:36,5788-01-08 10:15:36
1886,483,124,4109,855,5560-12-02 11:59:22,5560-12-03 11:59:22,5560-12-03 12:29:22
1224,218,29,4109,1781,6230-05-19 07:26:11,6230-05-20 07:26:11,6230-05-20 07:56:11
1109,519,125,4109,3332,5252-09-22 16:28:20,5252-09-23 16:28:20,5252-09-23 16:58:20
1998,215,215,4109,2854,6919-09-09 17:45:51,6919-09-10 17:45:51,6919-09-10 18:15:51
1242,436,72,4109,3395,5643-01-30 23:11:36,5643-01-31 23:11:36,5643-01-31 23:41:36
1634,96,10,4109,3896,5709-09-27 07:36:50,5709-09-28 07:36:50,5709-09-28 08:06:50
1436,547,900,4109,4150,6720-06-22 10:44:45,6720-06-23 10:44:45,6720-06-23 11:14:45
1294,375,333,4109,2833,5533-12-19 10:29:31,5533-12-20 10:29:31,5533-12-20 10:59:31
1762,604,991,4109,3628,4981-10-06 07:25:46,4981-10-07 07:25:46,4981-10-07 07:55:46
1105,814,35,4109,4614,6526-04-15 00:06:41,6526-04-16 00:06:41,6526-04-16 00:36:41
1438,382,115,4109,2461,5551-08-22 21:09:17,5551-08-23 21:09:17,5551-08-23 21:39:17
1678,789,263,4109,4392,5424-04-08 12:12:15,5424-04-09 12:12:15,5424-04-09 12:42:15
1508,653,500,4109,1689,6143-05-27 21:55:35,6143-05-28 21:55:35,6143-05-28 22:25:35
1883,59,839,4109,469,5547-10-06 23:59:27,5547-10-07 23:59:27,5547-10-08 00:29:27
1292,555,175,4109,3744,5807-03-17 13:13:35,5807-03-18 13:13:35,5807-03-18 13:43:35
1970,859,970,4109,3448,7144-07-28 18:59:57,7144-07-29 18:59:57,7144-07-29 19:29:57
1293,780,430,4109,4834,5541-10-05 03:48:37,5541-10-06 03:48:37,5541-10-06 04:18:37
1699,261,987,4109,1499,7157-12-03 06:42:04,7157-12-04 06:42:04,7157-12-04 07:12:04
1468,334,492,4109,3498,7113-09-10 12:10:44,7113-09-11 12:10:44,7113-09-11 12:40:44
1702,622,192,4109,1541,5817-01-01 21:17:08,5817-01-02 21:17:08,5817-01-02 21:47:08
1311,469,784,4109,2031,5681-08-06 12:26:01,5681-08-07 12:26:01,5681-08-07 12:56:01
1802,701,666,4109,1872,5725-12-24 10:08:32,5725-12-25 10:08:32,5725-12-25 10:38:32
1190,648,160,4109,4749,6274-10-18 00:28:10,6274-10-19 00:28:10,6274-10-19 00:58:10
1827,541,204,4109,4968,5892-07-07 15:16:37,5892-07-08 15:16:37,5892-07-08 15:46:37
1673,951,213,4109,2352,5881-11-05 14:08:47,5881-11-06 14:08:47,5881-11-06 14:38:47
1113,134,760,4109,4634,5180-09-18 00:44:53,5180-09-19 00:44:53,5180-09-19 01:14:53
1739,166,709,4109,3728,6965-01-19 03:20:50,6965-01-20 03:20:50,6965-01-20 03:50:50
1473,373,499,4109,790,7116-04-08 20:00:41,7116-04-09 20:00:41,7116-04-09 20:30:41
1216,11,961,4109,4100,7025-02-16 16:56:10,7025-02-17 16:56:10,7025-02-17 17:26:10
1533,571,610,4109,4912,6837-06-04 02:39:01,6837-06-05 02:39:01,6837-06-05 03:09:01
1653,587,971,4109,1693,5129-12-05 04:47:38,5129-12-06 04:47:38,5129-12-06 05:17:38
1158,812,426,4109,769,6473-02-07 19:49:21,6473-02-08 19:49:21,6473-02-08 20:19:21
1930,998,889,4109,3703,5077-01-13 06:57:05,5077-01-14 06:57:05,5077-01-14 07:27:05
1561,179,903,4109,2519,6375-11-22 21:31:42,6375-11-23 21:31:42,6375-11-23 22:01:42
1403,196,26,4109,1831,6561-04-14 20:49:53,6561-04-15 20:49:53,6561-04-15 21:19:53
1434,952,355,4109,752,6722-03-01 16:48:41,6722-03-02 16:48:41,6722-03-02 17:18:41
1932,487,921,4109,2010,5754-09-03 14:18:58,5754-09-04 14:18:58,5754-09-04 14:48:58
1345,427,749,4109,4707,6045-06-17 04:12:03,6045-06-18 04:12:03,6045-06-18 04:42:03
1204,270,312,4109,3699,7196-04-30 18:13:59,7196-05-01 18:13:59,7196-05-01 18:43:59
1015,207,996,4109,3285,6608-09-12 10:11:07,6608-09-13 10:11:07,6608-09-13 10:41:07
1203,666,643,4109,2014,6461-02-07 18:04:39,6461-02-08 18:04:39,6461-02-08 18:34:39
1645,527,150,4109,42,5817-01-01 08:58:23,5817-01-02 08:58:23,5817-01-02 09:28:23
1763,842,16,4109,1081,6474-05-29 04:53:04,6474-05-30 04:53:04,6474-05-30 05:23:04
1778,593,188,4109,612,6386-01-24 13:14:28,6386-01-25 13:14:28,6386-01-25 13:44:28
1608,396,184,4109,871,6130-02-08 15:14:46,6130-02-09 15:14:46,6130-02-09 15:44:46
1502,58,448,4109,1908,6424-11-22 07:38:38,6424-11-23 07:38:38,6424-11-23 08:08:38
1521,464,688,4109,4421,5838-09-17 09:04:15,5838-09-18 09:04:15,5838-09-18 09:34:15
1084,400,125,4109,2212,6936-01-22 02:25:31,6936-01-23 02:25:31,6936-01-23 02:55:31
1840,936,430,4109,2120,5168-11-30 18:34:32,5168-12-01 18:34:32,5168-12-01 19:04:32
1237,59,578,4109,451,5220-08-02 04:49:31,5220-08-03 04:49:31,5220-08-03 05:19:31
1829,890,411,4109,4810,6972-06-26 02:45:47,6972-06-27 02:45:47,6972-06-27 03:15:47
